temperature,humidity,wind_speed,precipitation,cloud_cover,atmospheric_pressure,season,visibility,location,weather
30.0,64.0,12.5,15.0,partly cloudy,1006.63,Autumn,7.5,inland,Cloudy
42.0,57.0,4.5,9.0,clear,1011.49,Autumn,8.5,mountain,Sunny
26.0,71.0,2.5,,partly cloudy,1019.67,Spring,5.5,mountain,Cloudy
23.0,39.0,4.5,,clear,1020.0,Winter,9.5,mountain,Sunny
13.0,22.0,12.5,48.0,cloudy,991.28,Spring,10.0,coastal,Cloudy
10.0,65.0,14.0,49.0,partly cloudy,1015.78,Spring,8.5,inland,Cloudy
21.0,0.0,7.0,73.0,overcast,994.83,Autumn,4.5,coastal,Rainy
13.0,69.0,11.0,,overcast,1017.97,Autumn,3.0,mountain,Rainy
,,,,,,,,,Rainy
-1.0,93.0,14.0,63.0,overcast,997.11,Winter,1.5,mountain,Snowy
,55.0,3.5,25.0,partly cloudy,1016.51,Summer,7.0,mountain,Cloudy
29.0,84.0,18.0,69.0,overcast,993.35,Summer,4.5,inland,Rainy
21.0,49.0,3.5,2.0,clear,1029.94,Autumn,8.0,coastal,Sunny
26.0,0.0,9.5,,overcast,1003.17,Winter,7.5,inland,Cloudy
27.0,57.0,12.0,43.0,overcast,1014.85,Winter,8.5,coastal,Cloudy
,91.0,11.0,80.0,partly cloudy,998.77,Winter,2.5,inland,Rainy
-3.0,89.0,44.0,109.0,overcast,985.01,Winter,5.5,inland,Snowy
29.0,62.0,2.0,,overcast,1001.68,Spring,9.0,mountain,Cloudy
-5.0,74.0,17.0,87.0,overcast,985.08,Winter,3.5,mountain,Snowy
29.0,67.0,3.0,,partly cloudy,1024.05,Winter,6.0,coastal,Sunny
30.0,99.0,14.0,,overcast,1000.84,Summer,3.0,mountain,Rainy
21.0,70.0,5.5,18.0,partly cloudy,1004.33,Autumn,6.0,coastal,Cloudy
22.0,59.0,12.0,,overcast,1009.42,Winter,8.0,inland,Cloudy
-1.0,95.0,17.5,70.0,partly cloudy,987.64,Winter,3.0,inland,Snowy
20.0,72.0,2.5,,overcast,1010.15,Winter,6.0,inland,Cloudy
9.0,87.0,35.0,96.0,partly cloudy,995.88,Autumn,5.5,mountain,Rainy
24.0,63.0,18.0,,overcast,994.19,Spring,2.5,coastal,Rainy
35.0,22.0,1.5,14.0,partly cloudy,1022.99,Winter,7.0,mountain,Sunny
19.0,73.0,3.0,49.0,partly cloudy,1000.64,Summer,5.5,mountain,Cloudy
4.0,66.0,5.0,,overcast,987.06,Winter,3.0,inland,Snowy
-2.0,92.0,10.5,,overcast,999.42,Winter,4.5,inland,Snowy
-4.0,79.0,16.0,,overcast,989.65,Winter,4.5,mountain,Snowy
,80.0,11.5,56.0,partly cloudy,1012.77,Summer,1.5,coastal,Rainy
12.0,76.0,4.0,47.0,overcast,1000.75,Winter,8.5,mountain,Cloudy
34.0,49.0,8.5,2.0,clear,1020.99,Winter,6.0,mountain,Sunny
53.0,85.0,14.0,,overcast,1006.59,Spring,2.0,mountain,Rainy
29.0,29.0,8.0,,partly cloudy,1011.37,Autumn,6.0,inland,Sunny
,43.0,2.5,17.0,partly cloudy,1010.58,Spring,8.0,mountain,Snowy
,106.0,1.5,95.0,partly cloudy,1028.62,Summer,6.5,coastal,Sunny
12.0,65.0,9.0,70.0,partly cloudy,1000.52,Summer,2.5,coastal,Rainy
14.0,97.0,12.0,,overcast,995.74,Winter,4.5,inland,Rainy
25.0,53.0,1.5,11.0,clear,1010.12,Summer,5.5,coastal,Sunny
33.0,66.0,10.5,54.0,partly cloudy,924.05,Winter,11.5,mountain,Snowy
21.0,77.0,12.5,45.0,partly cloudy,1003.16,Winter,6.5,mountain,Cloudy
39.0,63.0,8.0,,clear,1021.78,Summer,5.5,coastal,Sunny
10.0,72.0,15.0,55.0,partly cloudy,1007.07,Winter,1.0,inland,Rainy
21.0,94.0,25.5,,overcast,1010.98,Winter,4.0,inland,Rainy
31.0,97.0,28.5,91.0,overcast,1009.12,Winter,2.5,coastal,Cloudy
,53.0,10.0,36.0,overcast,1015.49,Autumn,8.0,coastal,Cloudy
32.0,0.0,14.0,35.0,overcast,1009.56,Summer,6.0,mountain,Cloudy
15.0,99.0,6.0,63.0,overcast,1019.88,Autumn,4.5,inland,Rainy
22.0,55.0,6.5,16.0,partly cloudy,1005.17,Spring,7.5,coastal,Cloudy
41.0,66.0,5.5,14.0,partly cloudy,1026.75,Autumn,9.5,inland,Sunny
26.0,60.0,9.5,40.0,partly cloudy,1012.76,Spring,6.0,mountain,Cloudy
17.0,55.0,2.5,21.0,partly cloudy,1002.21,Summer,8.0,mountain,Cloudy
,31.0,8.5,,clear,1015.9,Spring,5.5,coastal,Sunny
,69.0,12.5,46.0,partly cloudy,1013.61,Autumn,6.0,mountain,Cloudy
,,,,,,,,,Cloudy
30.0,60.0,13.5,94.0,partly cloudy,1017.83,Winter,1.5,mountain,Rainy
13.0,79.0,13.5,35.0,partly cloudy,1010.21,Summer,7.0,mountain,Cloudy
44.0,0.0,9.5,6.0,clear,1025.44,Spring,5.5,coastal,Sunny
,57.0,4.5,,clear,1022.48,Winter,10.0,mountain,Sunny
,63.0,2.0,29.0,partly cloudy,1016.19,Autumn,8.0,mountain,Cloudy
,95.0,11.5,91.0,overcast,996.78,Winter,1.5,coastal,Rainy
27.0,55.0,9.5,5.0,clear,1011.04,Winter,7.0,coastal,Sunny
,61.0,11.0,33.0,overcast,1011.79,Summer,5.0,inland,Cloudy
,66.0,6.0,18.0,clear,1021.38,Winter,8.5,mountain,Sunny
,77.0,11.5,,partly cloudy,841.65,Winter,1.0,coastal,Rainy
,58.0,7.5,4.0,clear,1018.12,Winter,6.5,coastal,Sunny
16.0,87.0,7.0,82.0,overcast,1001.69,Winter,10.5,mountain,Cloudy
63.0,70.0,21.0,109.0,clear,1015.37,Autumn,4.0,coastal,Sunny
,96.0,7.0,,partly cloudy,982.31,Winter,5.0,mountain,Snowy
13.0,67.0,5.5,26.0,overcast,1004.12,Winter,7.5,coastal,Cloudy
-18.0,22.0,7.5,84.0,partly cloudy,978.23,Autumn,9.0,inland,Cloudy
43.0,40.0,3.0,11.0,clear,1021.63,Spring,6.0,coastal,Sunny
-1.0,91.0,11.0,56.0,partly cloudy,999.07,Winter,2.5,mountain,Snowy
,73.0,9.0,,overcast,1012.46,Summer,8.5,coastal,Cloudy
-6.0,60.0,9.0,54.0,partly cloudy,994.18,Winter,3.5,inland,Snowy
36.0,54.0,6.0,17.0,clear,1010.34,Spring,8.0,inland,Sunny
32.0,67.0,0.5,,partly cloudy,1021.59,Summer,9.5,mountain,Sunny
20.0,63.0,16.0,68.0,partly cloudy,1012.84,Spring,2.5,inland,Rainy
22.0,63.0,3.5,13.0,clear,1024.74,Winter,7.0,coastal,Sunny
17.0,81.0,13.0,99.0,overcast,1010.5,Spring,3.0,coastal,Rainy
,71.0,17.5,73.0,overcast,1000.38,Summer,2.5,coastal,Rainy
26.0,77.0,13.5,,partly cloudy,1010.63,Autumn,8.5,inland,Cloudy
,41.0,8.5,7.0,clear,1028.29,Spring,9.5,coastal,Sunny
,0.0,10.5,,overcast,1004.27,Spring,8.5,inland,Cloudy
2.0,67.0,13.0,97.0,partly cloudy,993.74,Winter,2.0,mountain,Snowy
,62.0,2.5,47.0,partly cloudy,1001.87,Winter,8.5,mountain,Cloudy
36.0,105.0,1.0,,overcast,1014.89,Spring,11.0,inland,Cloudy
,85.0,31.0,70.0,overcast,999.91,Winter,2.5,inland,Snowy
,96.0,15.5,,overcast,995.14,Winter,1.5,mountain,Snowy
25.0,58.0,11.5,,partly cloudy,1018.44,Winter,6.5,inland,Cloudy
-5.0,72.0,14.5,,partly cloudy,994.11,Winter,3.0,mountain,Snowy
,53.0,13.0,,cloudy,1076.52,Spring,19.0,mountain,Sunny
,52.0,11.0,35.0,partly cloudy,1018.11,Autumn,6.0,coastal,Cloudy
17.0,73.0,18.0,53.0,overcast,1018.22,Autumn,3.0,inland,Rainy
37.0,66.0,5.0,11.0,clear,1028.66,Autumn,8.5,coastal,Sunny
-5.0,99.0,9.0,95.0,overcast,991.35,Winter,3.0,inland,Snowy
33.0,68.0,0.5,,clear,1012.03,Spring,5.5,inland,Sunny
2.0,73.0,18.5,87.0,overcast,995.25,Winter,1.0,mountain,Snowy
,78.0,16.0,76.0,overcast,982.31,Winter,2.5,mountain,Snowy
14.0,61.0,13.0,,partly cloudy,1014.99,Summer,7.5,inland,Cloudy
18.0,55.0,9.0,26.0,overcast,1007.43,Autumn,8.0,inland,Cloudy
24.0,57.0,12.5,14.0,overcast,1006.1,Autumn,7.0,mountain,Cloudy
21.0,40.0,8.5,2.0,clear,1027.11,Spring,9.5,inland,Sunny
,34.0,4.0,,clear,1028.69,Autumn,10.0,mountain,Sunny
2.0,91.0,2.5,,overcast,985.01,Winter,1.0,mountain,Snowy
27.0,97.0,9.5,51.0,overcast,1005.04,Summer,4.5,coastal,Rainy
34.0,56.0,9.5,45.0,partly cloudy,1016.19,Autumn,6.0,coastal,Cloudy
11.0,63.0,14.5,,overcast,1004.75,Spring,7.0,coastal,Cloudy
3.0,98.0,9.0,82.0,partly cloudy,998.41,Winter,2.5,mountain,Snowy
12.0,85.0,9.5,68.0,overcast,1018.13,Autumn,2.0,inland,Rainy
,63.0,10.0,,clear,1014.38,Summer,5.5,coastal,Sunny
14.0,82.0,5.5,73.0,partly cloudy,1001.46,Winter,3.5,coastal,Rainy
-1.0,79.0,6.0,,overcast,991.0,Winter,1.0,mountain,Snowy
22.0,59.0,12.0,46.0,partly cloudy,1009.4,Autumn,7.5,mountain,Cloudy
98.0,0.0,19.0,108.0,clear,1016.45,Summer,7.0,coastal,Sunny
-8.0,76.0,5.5,61.0,overcast,990.26,Winter,2.0,inland,Snowy
-2.0,62.0,18.5,,overcast,993.0,Winter,2.5,mountain,Snowy
19.0,78.0,19.0,71.0,overcast,1016.53,Spring,1.5,inland,Rainy
,84.0,17.5,,overcast,980.66,Winter,1.5,mountain,Snowy
-4.0,73.0,16.0,98.0,overcast,999.05,Winter,2.5,inland,Snowy
38.0,24.0,10.0,,clear,1029.06,Summer,5.0,coastal,Sunny
34.0,44.0,7.0,13.0,clear,1013.91,Autumn,9.0,mountain,Sunny
34.0,52.0,7.0,13.0,overcast,1009.3,Summer,8.0,coastal,Cloudy
20.0,51.0,15.0,26.0,partly cloudy,1007.98,Autumn,7.0,inland,Cloudy
29.0,80.0,5.0,90.0,overcast,993.65,Winter,4.0,coastal,Rainy
29.0,92.0,15.0,79.0,overcast,992.23,Autumn,3.0,inland,Rainy
43.0,89.0,18.5,79.0,clear,1016.54,Autumn,8.0,coastal,Sunny
,70.0,11.0,88.0,overcast,981.38,Winter,4.0,inland,Snowy
23.0,83.0,10.5,86.0,overcast,992.7,Autumn,3.5,coastal,Rainy
10.0,72.0,7.5,,partly cloudy,1009.62,Summer,8.0,inland,Cloudy
-1.0,55.0,11.0,51.0,overcast,855.6,Summer,19.5,inland,Sunny
,33.0,7.0,1.0,clear,1015.63,Summer,8.5,mountain,Sunny
13.0,0.0,3.0,20.0,partly cloudy,1015.07,Autumn,7.0,coastal,Cloudy
15.0,61.0,5.0,88.0,overcast,1002.34,Spring,3.5,mountain,Rainy
33.0,66.0,5.5,48.0,partly cloudy,1002.33,Winter,5.5,inland,Cloudy
,76.0,12.5,35.0,partly cloudy,1017.26,Summer,8.0,inland,Cloudy
22.0,40.0,3.5,,clear,1013.41,Autumn,7.5,inland,Sunny
15.0,0.0,7.0,,overcast,1008.17,Summer,3.0,inland,Rainy
,70.0,19.0,,overcast,993.41,Winter,2.0,inland,Rainy
-18.0,42.0,0.5,80.0,overcast,821.53,Spring,2.0,mountain,Sunny
-5.0,66.0,6.5,,overcast,994.79,Winter,3.0,inland,Snowy
-8.0,69.0,19.0,98.0,partly cloudy,992.39,Winter,2.0,inland,Snowy
,99.0,7.0,56.0,overcast,993.28,Summer,1.5,coastal,Rainy
34.0,87.0,13.5,,overcast,1019.73,Autumn,5.0,mountain,Rainy
24.0,72.0,14.0,87.0,overcast,1002.27,Spring,2.5,coastal,Rainy
27.0,37.0,7.5,7.0,clear,1028.46,Summer,7.0,coastal,Sunny
2.0,70.0,18.0,79.0,overcast,990.08,Winter,2.0,inland,Snowy
3.0,76.0,3.0,69.0,overcast,1099.58,Winter,9.5,coastal,Sunny
21.0,86.0,17.0,73.0,partly cloudy,1018.37,Winter,13.0,coastal,Cloudy
24.0,68.0,7.5,,clear,1017.23,Summer,7.5,inland,Sunny
-19.0,77.0,14.0,89.0,overcast,822.98,Winter,7.5,mountain,Cloudy
,82.0,8.5,83.0,overcast,999.13,Summer,2.5,coastal,Rainy
31.0,67.0,19.5,86.0,overcast,1005.02,Summer,4.0,coastal,Rainy
34.0,61.0,1.5,,partly cloudy,1000.08,Spring,7.0,coastal,Cloudy
38.0,0.0,8.5,5.0,clear,1017.65,Autumn,7.0,mountain,Sunny
13.0,0.0,5.5,,partly cloudy,1000.32,Winter,3.5,coastal,Rainy
32.0,61.0,19.5,82.0,overcast,1000.68,Winter,2.0,inland,Rainy
11.0,65.0,4.5,,overcast,1001.15,Summer,8.0,inland,Cloudy
-2.0,68.0,10.0,93.0,overcast,985.51,Winter,3.0,mountain,Snowy
28.0,54.0,2.5,,clear,1014.29,Summer,5.5,inland,Sunny
22.0,58.0,3.5,,clear,1018.93,Autumn,8.0,inland,Sunny
32.0,25.0,1.5,1.0,clear,1010.97,Summer,9.5,inland,Sunny
33.0,59.0,5.5,,clear,1023.55,Winter,7.0,inland,Sunny
1.0,0.0,1.5,67.0,overcast,984.98,Winter,1.0,mountain,Snowy
,67.0,13.5,,overcast,997.48,Summer,4.5,mountain,Rainy
25.0,58.0,5.5,1.0,partly cloudy,1029.75,Summer,9.5,mountain,Sunny
-15.0,54.0,2.0,,partly cloudy,830.65,Winter,8.5,coastal,Snowy
-9.0,79.0,10.0,,overcast,997.3,Winter,3.5,mountain,Snowy
16.0,69.0,5.0,38.0,partly cloudy,1007.71,Summer,5.5,mountain,Cloudy
38.0,94.0,3.5,88.0,clear,1020.9,Summer,7.0,mountain,Sunny
,25.0,3.5,5.0,partly cloudy,1020.79,Winter,6.0,inland,Sunny
30.0,82.0,20.0,70.0,overcast,1010.74,Summer,2.0,mountain,Rainy
,91.0,19.5,,overcast,1010.6,Autumn,4.0,mountain,Rainy
44.0,63.0,8.0,1.0,clear,1026.02,Winter,6.0,mountain,Sunny
26.0,56.0,7.0,1.0,partly cloudy,1023.9,Autumn,8.5,coastal,Sunny
,89.0,16.5,58.0,overcast,993.03,Winter,3.5,coastal,Rainy
-4.0,0.0,7.5,90.0,partly cloudy,987.38,Winter,2.5,mountain,Snowy
4.0,58.0,14.5,46.0,overcast,809.82,Autumn,16.0,coastal,Rainy
32.0,97.0,14.5,,partly cloudy,1017.26,Summer,4.5,inland,Rainy
-2.0,93.0,0.5,66.0,overcast,997.17,Winter,2.5,inland,Snowy
-9.0,76.0,15.0,83.0,overcast,990.78,Winter,2.5,inland,Snowy
,84.0,6.5,90.0,clear,1026.41,Spring,4.5,coastal,Sunny
52.0,71.0,9.5,,partly cloudy,1008.58,Winter,3.0,mountain,Cloudy
,52.0,5.5,43.0,overcast,1014.99,Winter,6.0,mountain,Cloudy
,59.0,2.0,4.0,partly cloudy,1022.79,Spring,6.0,inland,Sunny
,79.0,19.0,90.0,overcast,980.82,Winter,1.5,mountain,Snowy
20.0,89.0,17.5,80.0,partly cloudy,995.84,Winter,3.5,coastal,Rainy
34.0,76.0,6.5,82.0,overcast,1002.77,Winter,4.0,coastal,Rainy
30.0,0.0,3.0,,partly cloudy,1021.2,Winter,10.0,mountain,Sunny
,37.0,10.0,67.0,overcast,1018.94,Autumn,8.5,coastal,Rainy
92.0,86.0,8.5,107.0,partly cloudy,1020.9,Summer,11.0,coastal,Sunny
,0.0,11.5,49.0,overcast,1017.46,Summer,8.5,mountain,Cloudy
1.0,66.0,17.0,,overcast,991.77,Winter,2.0,mountain,Snowy
,,,,,,,,,Cloudy
-6.0,78.0,5.0,,overcast,986.38,Winter,1.5,inland,Snowy
31.0,68.0,9.0,,partly cloudy,1016.6,Spring,7.0,inland,Cloudy
,60.0,11.0,50.0,overcast,1000.21,Winter,3.0,coastal,Rainy
,91.0,13.0,75.0,overcast,995.59,Winter,1.5,inland,Snowy
,62.0,2.5,,partly cloudy,1020.16,Spring,8.0,inland,Sunny
-9.0,88.0,12.5,82.0,overcast,986.0,Winter,1.5,inland,Snowy
33.0,41.0,6.0,,cloudy,1185.35,Spring,9.5,inland,Sunny
1.0,93.0,17.5,,overcast,991.62,Winter,3.5,inland,Snowy
-8.0,64.0,20.0,53.0,overcast,984.51,Winter,4.0,inland,Snowy
21.0,56.0,7.0,10.0,partly cloudy,1002.94,Summer,9.0,inland,Cloudy
24.0,86.0,23.0,102.0,overcast,1002.71,Summer,1.5,coastal,Rainy
32.0,36.0,9.5,1.0,clear,1011.74,Winter,5.0,mountain,Sunny
32.0,65.0,7.5,9.0,clear,1022.08,Summer,8.5,mountain,Sunny
13.0,89.0,8.0,75.0,partly cloudy,992.43,Winter,2.5,inland,Rainy
,85.0,25.0,92.0,overcast,987.59,Winter,3.5,inland,Snowy
16.0,84.0,14.0,62.0,overcast,1009.61,Spring,2.0,mountain,Rainy
30.0,72.0,18.5,72.0,overcast,999.1,Autumn,2.0,coastal,Rainy
-8.0,76.0,29.0,,overcast,989.46,Winter,4.5,inland,Snowy
33.0,44.0,0.0,9.0,partly cloudy,1021.39,Summer,7.0,coastal,Sunny
23.0,99.0,21.0,,partly cloudy,1019.45,Winter,6.5,mountain,Cloudy
-16.0,33.0,3.0,,partly cloudy,864.6,Summer,10.0,inland,Rainy
27.0,51.0,9.0,5.0,partly cloudy,1028.83,Winter,9.0,inland,Sunny
23.0,55.0,13.0,41.0,partly cloudy,1011.91,Winter,9.0,inland,Cloudy
23.0,89.0,19.5,52.0,overcast,992.98,Spring,3.0,inland,Rainy
4.0,95.0,12.5,,overcast,983.52,Winter,1.0,inland,Snowy
43.0,0.0,4.0,,partly cloudy,1017.66,Winter,8.0,inland,Sunny
32.0,59.0,2.0,12.0,overcast,1008.35,Summer,8.0,inland,Cloudy
30.0,53.0,13.5,,overcast,1009.03,Summer,6.5,coastal,Cloudy
23.0,78.0,19.5,80.0,overcast,992.2,Spring,4.5,inland,Rainy
25.0,107.0,9.5,,overcast,1008.47,Summer,4.5,mountain,Rainy
24.0,27.0,2.5,15.0,clear,1016.64,Autumn,7.5,inland,Sunny
-7.0,76.0,19.5,71.0,overcast,987.62,Winter,3.5,inland,Snowy
-8.0,85.0,14.0,83.0,overcast,981.36,Winter,1.5,inland,Snowy
10.0,91.0,19.5,71.0,overcast,997.3,Winter,2.5,inland,Rainy
-2.0,93.0,19.0,68.0,overcast,986.41,Winter,1.0,inland,Snowy
49.0,92.0,18.5,,partly cloudy,1014.95,Autumn,1.5,mountain,Sunny
15.0,78.0,7.5,99.0,overcast,1002.39,Spring,2.5,mountain,Rainy
,50.0,8.5,,clear,1021.6,Autumn,6.0,coastal,Sunny
-12.0,26.0,11.0,77.0,cloudy,819.15,Winter,3.0,coastal,Sunny
34.0,22.0,9.5,5.0,clear,1016.34,Winter,8.5,inland,Sunny
36.0,52.0,4.5,,clear,1017.71,Autumn,10.0,mountain,Sunny
16.0,65.0,14.0,,partly cloudy,1019.78,Spring,7.5,mountain,Cloudy
2.0,77.0,8.5,81.0,overcast,992.01,Winter,1.5,inland,Snowy
,82.0,16.5,96.0,overcast,982.8,Winter,2.0,inland,Snowy
,44.0,9.5,,clear,1020.59,Autumn,9.5,coastal,Sunny
,92.0,5.0,95.0,overcast,992.78,Winter,1.5,inland,Snowy
,38.0,11.0,18.0,overcast,976.02,Spring,16.0,mountain,Snowy
,74.0,21.0,89.0,partly cloudy,1005.29,Spring,7.5,mountain,Cloudy
33.0,59.0,3.0,24.0,partly cloudy,1008.7,Summer,7.0,coastal,Cloudy
,0.0,33.5,,partly cloudy,993.66,Spring,1.5,mountain,Rainy
,70.0,6.0,69.0,cloudy,922.46,Summer,6.0,coastal,Snowy
,43.0,3.5,7.0,clear,1016.03,Summer,5.0,inland,Sunny
36.0,0.0,6.0,19.0,partly cloudy,1013.04,Summer,8.0,inland,Sunny
-2.0,88.0,7.0,71.0,partly cloudy,982.88,Winter,3.5,mountain,Snowy
19.0,0.0,14.5,48.0,partly cloudy,1004.4,Summer,6.5,mountain,Cloudy
,27.0,0.5,11.0,clear,1013.39,Spring,8.0,mountain,Sunny
,43.0,1.5,,clear,1014.25,Winter,7.0,inland,Sunny
32.0,88.0,11.5,56.0,overcast,1014.94,Summer,2.0,inland,Rainy
-5.0,100.0,38.5,81.0,overcast,984.77,Winter,2.5,mountain,Snowy
37.0,98.0,10.5,100.0,partly cloudy,1015.77,Summer,9.0,coastal,Sunny
27.0,97.0,14.5,,partly cloudy,1004.81,Winter,3.5,coastal,Rainy
,24.0,2.0,17.0,clear,1015.12,Winter,10.0,inland,Sunny
13.0,61.0,12.5,33.0,partly cloudy,1004.63,Autumn,7.0,mountain,Cloudy
35.0,37.0,1.5,15.0,partly cloudy,1013.2,Spring,8.0,inland,Sunny
37.0,33.0,11.5,,overcast,1117.03,Autumn,18.5,inland,Cloudy
75.0,82.0,10.0,,partly cloudy,1026.77,Spring,3.0,coastal,Sunny
0.0,37.0,13.0,23.0,overcast,959.99,Spring,19.5,inland,Rainy
,104.0,8.0,72.0,partly cloudy,986.33,Winter,2.0,inland,Snowy
34.0,21.0,5.5,12.0,clear,1028.81,Summer,8.0,coastal,Sunny
30.0,39.0,0.0,,clear,1029.82,Summer,8.0,mountain,Sunny
2.0,80.0,10.5,99.0,overcast,993.7,Winter,2.0,inland,Snowy
4.0,60.0,7.5,90.0,partly cloudy,999.01,Winter,2.0,inland,Snowy
34.0,38.0,5.0,12.0,clear,1019.28,Spring,7.0,coastal,Sunny
12.0,0.0,9.0,,overcast,1018.4,Autumn,7.5,mountain,Cloudy
39.0,59.0,8.0,,partly cloudy,1017.07,Summer,7.5,mountain,Sunny
4.0,78.0,4.5,82.0,overcast,994.91,Winter,4.5,mountain,Snowy
,65.0,7.5,,clear,1026.61,Spring,9.5,mountain,Sunny
,45.0,9.0,10.0,clear,1028.35,Spring,7.0,inland,Sunny
-3.0,90.0,7.0,,partly cloudy,989.68,Winter,3.5,inland,Snowy
,62.0,0.5,38.0,overcast,1008.38,Autumn,5.5,coastal,Cloudy
33.0,96.0,6.5,95.0,overcast,1003.49,Summer,3.5,mountain,Rainy
,38.0,8.0,,partly cloudy,1026.88,Spring,10.0,inland,Sunny
27.0,57.0,2.0,1.0,clear,1017.64,Winter,6.0,coastal,Sunny
27.0,33.0,9.0,17.0,clear,1022.7,Winter,9.5,mountain,Sunny
,50.0,2.5,,partly cloudy,1012.08,Winter,9.0,inland,Sunny
29.0,68.0,8.0,11.0,clear,1010.09,Summer,9.5,mountain,Sunny
-3.0,70.0,8.0,70.0,overcast,992.49,Winter,4.5,inland,Snowy
17.0,54.0,4.5,,partly cloudy,1016.31,Spring,5.0,inland,Cloudy
35.0,48.0,4.5,4.0,clear,1024.97,Summer,5.0,coastal,Sunny
25.0,21.0,7.0,0.0,clear,1015.28,Summer,6.0,inland,Sunny
,,,,,,,,,Rainy
29.0,61.0,14.0,55.0,overcast,1019.84,Winter,4.5,mountain,Rainy
12.0,87.0,19.5,78.0,overcast,1012.4,Winter,2.5,mountain,Rainy
-8.0,81.0,10.5,63.0,overcast,983.17,Winter,4.5,mountain,Snowy
,79.0,13.5,25.0,partly cloudy,1008.47,Summer,6.0,inland,Cloudy
-15.0,73.0,14.0,73.0,overcast,1090.57,Autumn,14.0,coastal,Cloudy
,84.0,15.5,65.0,overcast,992.85,Winter,4.5,mountain,Snowy
-3.0,95.0,19.5,,overcast,989.93,Winter,3.5,inland,Snowy
19.0,25.0,7.5,78.0,cloudy,927.22,Winter,15.0,coastal,Snowy
32.0,34.0,1.0,12.0,clear,1015.74,Winter,8.0,mountain,Sunny
22.0,106.0,15.0,108.0,overcast,1016.6,Summer,6.0,mountain,Rainy
37.0,46.0,5.0,10.0,clear,1029.71,Autumn,7.5,inland,Sunny
28.0,68.0,3.5,8.0,partly cloudy,1017.96,Autumn,5.5,coastal,Sunny
22.0,35.0,3.5,,clear,1012.04,Spring,6.5,coastal,Sunny
,93.0,5.0,85.0,partly cloudy,993.52,Winter,3.5,mountain,Snowy
23.0,22.0,0.5,12.0,partly cloudy,1027.46,Winter,6.5,inland,Sunny
-6.0,82.0,18.0,65.0,partly cloudy,989.4,Winter,4.5,mountain,Snowy
25.0,70.0,14.0,,overcast,1009.35,Winter,5.5,inland,Cloudy
13.0,94.0,15.0,,overcast,1018.17,Autumn,1.5,mountain,Rainy
23.0,54.0,10.0,15.0,partly cloudy,1013.91,Winter,7.5,coastal,Sunny
25.0,55.0,12.5,90.0,partly cloudy,1066.72,Autumn,2.0,inland,Sunny
-7.0,79.0,16.5,69.0,overcast,989.28,Winter,1.0,mountain,Snowy
31.0,48.0,6.5,19.0,clear,1027.75,Autumn,9.5,coastal,Sunny
1.0,77.0,5.0,55.0,overcast,993.03,Winter,3.0,inland,Snowy
32.0,23.0,5.5,73.0,cloudy,1137.23,Winter,6.0,inland,Sunny
13.0,61.0,12.5,93.0,partly cloudy,1008.84,Summer,5.0,coastal,Rainy
32.0,71.0,11.5,15.0,overcast,1013.15,Summer,7.5,coastal,Cloudy
28.0,80.0,17.5,64.0,partly cloudy,1015.44,Winter,4.0,mountain,Rainy
36.0,63.0,1.0,10.0,partly cloudy,1028.04,Summer,6.5,inland,Sunny
12.0,79.0,17.5,,overcast,1006.53,Spring,1.5,coastal,Rainy
27.0,79.0,4.5,,overcast,1010.97,Spring,9.0,mountain,Cloudy
-3.0,80.0,14.0,78.0,partly cloudy,980.79,Winter,1.5,mountain,Snowy
,69.0,3.0,69.0,overcast,996.15,Winter,1.5,mountain,Snowy
16.0,75.0,14.5,,partly cloudy,1000.58,Spring,5.5,mountain,Cloudy
,85.0,20.5,77.0,clear,1011.89,Spring,13.5,mountain,Sunny
13.0,78.0,8.0,59.0,overcast,1003.42,Autumn,1.0,inland,Rainy
-11.0,0.0,9.5,86.0,cloudy,887.93,Autumn,15.0,coastal,Sunny
,61.0,12.0,81.0,overcast,999.12,Winter,3.0,mountain,Snowy
38.0,63.0,5.5,11.0,clear,1013.87,Spring,7.5,mountain,Sunny
45.0,78.0,17.5,77.0,clear,1016.75,Winter,2.0,inland,Sunny
30.0,98.0,5.0,66.0,overcast,1012.74,Spring,3.0,coastal,Rainy
-8.0,93.0,13.0,80.0,overcast,988.73,Winter,4.0,mountain,Snowy
26.0,83.0,9.5,54.0,overcast,1018.87,Summer,4.5,mountain,Rainy
-6.0,60.0,1.5,74.0,overcast,990.96,Winter,2.0,mountain,Snowy
,84.0,12.5,74.0,overcast,997.24,Winter,4.0,inland,Snowy
,88.0,16.5,,overcast,991.89,Winter,2.0,inland,Snowy
33.0,63.0,12.5,25.0,partly cloudy,1009.31,Winter,6.0,mountain,Cloudy
,31.0,5.5,2.0,clear,1023.22,Autumn,9.0,mountain,Sunny
,61.0,7.5,6.0,partly cloudy,1019.19,Spring,9.5,inland,Sunny
11.0,67.0,1.5,31.0,cloudy,918.78,Autumn,2.5,coastal,Snowy
32.0,35.0,5.5,,partly cloudy,1010.24,Summer,9.0,coastal,Sunny
32.0,75.0,14.0,,overcast,1009.31,Autumn,6.0,coastal,Cloudy
19.0,73.0,12.0,43.0,partly cloudy,1016.1,Spring,5.5,coastal,Cloudy
,63.0,7.5,16.0,clear,1028.64,Summer,8.0,mountain,Sunny
11.0,51.0,7.5,31.0,overcast,1009.49,Autumn,8.5,inland,Cloudy
